t,i,j,C1,C2
31031.0,646,684,MP*2,MP*2
31031.0,827,828,PSI*,PSI*
31032.0,605,1649,MP*2,MP*1
31032.0,616,683,PC,PC
31032.0,1628,1686,MP*1,MP*1
31032.0,616,692,PC,PC
31032.0,1181,1622,MP*1,MP*1
31032.0,683,692,PC,PC
31032.0,646,684,MP*2,MP*2
31032.0,1601,1856,MP*1,MP*1
31032.0,626,698,PC,PC
31033.0,832,869,PSI*,PSI*
31033.0,855,863,PSI*,PSI*
31033.0,616,683,PC,PC
31033.0,854,858,PSI*,PSI*
31033.0,1181,1622,MP*1,MP*1
31033.0,683,692,PC,PC
31033.0,646,684,MP*2,MP*2
31034.0,683,692,PC,PC
31035.0,836,863,PSI*,PSI*
31035.0,855,863,PSI*,PSI*
31035.0,836,855,PSI*,PSI*
31035.0,1601,1856,MP*1,MP*1
31035.0,1164,1622,MP*1,MP*1
31036.0,1164,1645,MP*1,MP*1
31036.0,611,649,MP*2,MP*2
31036.0,1164,1622,MP*1,MP*1
31037.0,616,692,PC,PC
31037.0,611,649,MP*2,MP*2
31037.0,683,692,PC,PC
31037.0,1164,1622,MP*1,MP*1
31038.0,616,692,PC,PC
31038.0,628,636,PC,PC
31038.0,683,692,PC,PC
31038.0,626,698,PC,PC
31039.0,628,636,PC,PC
31040.0,628,636,PC,PC
31040.0,626,698,PC,PC
31041.0,628,636,PC,PC
31041.0,1164,1622,MP*1,MP*1
31042.0,616,683,PC,PC
31043.0,628,636,PC,PC
31044.0,855,869,PSI*,PSI*
31044.0,855,857,PSI*,PSI*
31045.0,855,869,PSI*,PSI*
31048.0,683,692,PC,PC
31048.0,600,613,PC,PC
31048.0,1181,1651,MP*1,MP*1
31049.0,600,613,PC,PC
31051.0,600,613,PC,PC
31052.0,1181,1651,MP*1,MP*1
31054.0,669,1190,MP*2,MP*1
31058.0,669,1190,MP*2,MP*1
31058.0,1181,1651,MP*1,MP*1
31060.0,1181,1651,MP*1,MP*1
31061.0,1181,1651,MP*1,MP*1
31064.0,669,1190,MP*2,MP*1
31064.0,1181,1651,MP*1,MP*1
31065.0,669,1190,MP*2,MP*1
31065.0,1181,1651,MP*1,MP*1
31066.0,669,1190,MP*2,MP*1
31070.0,628,636,PC,PC
31071.0,669,1190,MP*2,MP*1
31071.0,628,636,PC,PC
31072.0,669,1190,MP*2,MP*1
31074.0,669,1190,MP*2,MP*1
31074.0,1170,1672,MP*1,MP*1
31074.0,855,869,PSI*,PSI*
31076.0,669,1190,MP*2,MP*1
31076.0,1658,1674,MP*1,MP*1
31078.0,669,695,MP*2,MP*2
31081.0,620,669,MP*2,MP*2
31082.0,1190,1658,MP*1,MP*1
31082.0,855,869,PSI*,PSI*
31088.0,669,1190,MP*2,MP*1
31088.0,1651,1674,MP*1,MP*1
31089.0,669,1190,MP*2,MP*1
31093.0,669,1686,MP*2,MP*1
31094.0,669,1686,MP*2,MP*1
31094.0,669,674,MP*2,MP*2
31095.0,669,674,MP*2,MP*2
31096.0,669,1190,MP*2,MP*1
31096.0,669,1686,MP*2,MP*1
31096.0,674,1686,MP*2,MP*1
31096.0,669,674,MP*2,MP*2
31097.0,669,1190,MP*2,MP*1
31097.0,681,694,PC,PC
31098.0,669,1190,MP*2,MP*1
31099.0,669,1190,MP*2,MP*1
31100.0,669,1190,MP*2,MP*1
31100.0,628,636,PC,PC
31100.0,681,694,PC,PC
31101.0,669,1190,MP*2,MP*1
31101.0,681,694,PC,PC
31102.0,669,1190,MP*2,MP*1
31102.0,1651,1674,MP*1,MP*1
31102.0,681,694,PC,PC
31103.0,681,694,PC,PC
31104.0,681,694,PC,PC
31105.0,1170,1672,MP*1,MP*1
31105.0,681,694,PC,PC
31106.0,1190,1644,MP*1,MP*1
31106.0,1170,1672,MP*1,MP*1
31107.0,1190,1644,MP*1,MP*1
31107.0,681,694,PC,PC
31107.0,1170,1672,MP*1,MP*1
31108.0,1170,1672,MP*1,MP*1
31108.0,628,636,PC,PC
31109.0,1170,1672,MP*1,MP*1
31112.0,628,636,PC,PC
31113.0,628,636,PC,PC
31114.0,1674,1678,MP*1,MP*1
31115.0,1190,1644,MP*1,MP*1
31115.0,1674,1678,MP*1,MP*1
31116.0,1170,1672,MP*1,MP*1
31116.0,1674,1678,MP*1,MP*1
31116.0,681,694,PC,PC
31116.0,628,636,PC,PC
31117.0,1170,1672,MP*1,MP*1
31117.0,681,694,PC,PC
31117.0,1613,1672,MP*1,MP*1
31117.0,1190,1644,MP*1,MP*1
31118.0,601,827,PC,PSI*
31118.0,681,694,PC,PC
31118.0,1613,1672,MP*1,MP*1
31118.0,1170,1672,MP*1,MP*1
31119.0,1170,1672,MP*1,MP*1
31119.0,681,694,PC,PC
31120.0,1170,1672,MP*1,MP*1
31120.0,1170,1613,MP*1,MP*1
31120.0,681,694,PC,PC
31121.0,1170,1672,MP*1,MP*1
31122.0,1170,1672,MP*1,MP*1
31122.0,681,694,PC,PC
31123.0,1170,1672,MP*1,MP*1
31125.0,1651,1672,MP*1,MP*1
31126.0,1170,1678,MP*1,MP*1
31126.0,1181,1674,MP*1,MP*1
31126.0,1148,1190,MP*1,MP*1
31127.0,1148,1672,MP*1,MP*1
31128.0,1148,1190,MP*1,MP*1
31129.0,1170,1672,MP*1,MP*1
31129.0,1613,1672,MP*1,MP*1
31130.0,1672,1678,MP*1,MP*1
31130.0,867,868,PSI*,PSI*
31130.0,681,694,PC,PC
31130.0,1170,1672,MP*1,MP*1
31132.0,867,868,PSI*,PSI*
31132.0,1181,1674,MP*1,MP*1
31132.0,1190,1632,MP*1,MP*1
31132.0,628,636,PC,PC
31132.0,1170,1672,MP*1,MP*1
31132.0,1671,1672,MP*1,MP*1
31133.0,867,868,PSI*,PSI*
31133.0,681,694,PC,PC
31133.0,1632,1671,MP*1,MP*1
31133.0,1170,1672,MP*1,MP*1
31133.0,1632,1672,MP*1,MP*1
31133.0,1671,1672,MP*1,MP*1
31133.0,1613,1632,MP*1,MP*1
31134.0,1148,1190,MP*1,MP*1
31135.0,641,699,MP*2,MP*2
31135.0,619,641,MP*2,MP*2
31135.0,1613,1672,MP*1,MP*1
31138.0,609,627,PC,PC
31138.0,685,699,MP*2,MP*2
31138.0,619,638,MP*2,MP*2
31138.0,628,636,PC,PC
31139.0,609,627,PC,PC
31140.0,623,654,PC,PC
31140.0,609,627,PC,PC
31140.0,641,699,MP*2,MP*2
31141.0,623,654,PC,PC
31141.0,609,627,PC,PC
31141.0,619,638,MP*2,MP*2
31142.0,623,654,PC,PC
31142.0,609,627,PC,PC
31142.0,641,699,MP*2,MP*2
31142.0,860,868,PSI*,PSI*
31143.0,867,868,PSI*,PSI*
31143.0,623,654,PC,PC
31143.0,609,627,PC,PC
31143.0,641,862,MP*2,PSI*
31143.0,641,699,MP*2,MP*2
31144.0,699,863,MP*2,PSI*
31144.0,623,654,PC,PC
31144.0,609,627,PC,PC
31144.0,1658,1672,MP*1,MP*1
31145.0,699,863,MP*2,PSI*
31145.0,623,654,PC,PC
31145.0,609,627,PC,PC
31145.0,619,638,MP*2,MP*2
31146.0,623,654,PC,PC
31147.0,623,654,PC,PC
31147.0,851,860,PSI*,PSI*
31148.0,1190,1644,MP*1,MP*1
31148.0,623,654,PC,PC
31148.0,641,699,MP*2,MP*2
31149.0,1181,1674,MP*1,MP*1
31149.0,623,654,PC,PC
31149.0,1658,1674,MP*1,MP*1
31149.0,851,860,PSI*,PSI*
31149.0,1190,1644,MP*1,MP*1
31150.0,1190,1644,MP*1,MP*1
31150.0,1181,1674,MP*1,MP*1
31151.0,1190,1644,MP*1,MP*1
31152.0,1190,1644,MP*1,MP*1
31152.0,681,694,PC,PC
31152.0,654,694,PC,PC
31153.0,681,694,PC,PC
31154.0,1148,1644,MP*1,MP*1
31154.0,1658,1678,MP*1,MP*1
31154.0,681,694,PC,PC
31154.0,699,862,MP*2,PSI*
31155.0,1658,1678,MP*1,MP*1
31156.0,641,699,MP*2,MP*2
31156.0,1658,1678,MP*1,MP*1
31156.0,654,694,PC,PC
31157.0,654,694,PC,PC
31157.0,641,862,MP*2,PSI*
31157.0,641,699,MP*2,MP*2
31157.0,1181,1674,MP*1,MP*1
31157.0,1658,1678,MP*1,MP*1
31158.0,854,858,PSI*,PSI*
31158.0,669,687,MP*2,MP*2
31158.0,641,699,MP*2,MP*2
31158.0,681,694,PC,PC
31158.0,641,862,MP*2,PSI*
31159.0,1181,1674,MP*1,MP*1
31159.0,681,694,PC,PC
31160.0,854,858,PSI*,PSI*
31160.0,1181,1674,MP*1,MP*1
31160.0,1658,1678,MP*1,MP*1
31161.0,1181,1674,MP*1,MP*1
31161.0,1658,1678,MP*1,MP*1
31161.0,1181,1658,MP*1,MP*1
31161.0,681,694,PC,PC
31162.0,1181,1674,MP*1,MP*1
31163.0,641,699,MP*2,MP*2
31163.0,669,687,MP*2,MP*2
31163.0,1181,1674,MP*1,MP*1
31164.0,1190,1644,MP*1,MP*1
31164.0,641,699,MP*2,MP*2
31164.0,669,687,MP*2,MP*2
31164.0,1658,1674,MP*1,MP*1
31165.0,1190,1644,MP*1,MP*1
31165.0,662,669,MP*2,MP*2
31165.0,1658,1674,MP*1,MP*1
31166.0,1651,1674,MP*1,MP*1
31166.0,669,687,MP*2,MP*2
31166.0,1181,1674,MP*1,MP*1
31166.0,1658,1674,MP*1,MP*1
31167.0,1658,1674,MP*1,MP*1
31167.0,641,699,MP*2,MP*2
31167.0,1181,1674,MP*1,MP*1
31167.0,1658,1678,MP*1,MP*1
31168.0,1181,1674,MP*1,MP*1
31168.0,1658,1674,MP*1,MP*1
31169.0,646,684,MP*2,MP*2
31169.0,1181,1674,MP*1,MP*1
31169.0,646,669,MP*2,MP*2
31169.0,1658,1674,MP*1,MP*1
31170.0,1181,1674,MP*1,MP*1
31170.0,627,635,PC,PC
31170.0,1658,1674,MP*1,MP*1
31171.0,654,661,PC,PC
31171.0,1181,1674,MP*1,MP*1
31172.0,1651,1674,MP*1,MP*1
31172.0,1148,1644,MP*1,MP*1
31172.0,627,635,PC,PC
31173.0,1181,1674,MP*1,MP*1
31173.0,1170,1672,MP*1,MP*1
31173.0,1190,1644,MP*1,MP*1
31173.0,1651,1674,MP*1,MP*1
31173.0,1148,1644,MP*1,MP*1
31174.0,1190,1644,MP*1,MP*1
31174.0,1181,1674,MP*1,MP*1
31174.0,1170,1672,MP*1,MP*1
31175.0,1170,1672,MP*1,MP*1
31175.0,652,656,PC,PC
31177.0,831,868,PSI*,PSI*
31177.0,609,635,PC,PC
31177.0,609,627,PC,PC
31177.0,627,635,PC,PC
31178.0,1181,1651,MP*1,MP*1
31178.0,609,635,PC,PC
31178.0,681,694,PC,PC
31178.0,627,635,PC,PC
31178.0,684,1651,MP*2,MP*1
31178.0,609,627,PC,PC
31178.0,1190,1644,MP*1,MP*1
31179.0,609,627,PC,PC
31179.0,1170,1672,MP*1,MP*1
31179.0,641,699,MP*2,MP*2
31179.0,627,635,PC,PC
31180.0,684,1181,MP*2,MP*1
31180.0,1170,1672,MP*1,MP*1
31180.0,1651,1674,MP*1,MP*1
31180.0,1190,1671,MP*1,MP*1
31180.0,641,863,MP*2,PSI*
31181.0,684,1181,MP*2,MP*1
31181.0,1170,1672,MP*1,MP*1
31181.0,1613,1672,MP*1,MP*1
31181.0,641,863,MP*2,PSI*
31182.0,1632,1671,MP*1,MP*1
31182.0,1613,1672,MP*1,MP*1
31182.0,1190,1644,MP*1,MP*1
31182.0,1170,1672,MP*1,MP*1
31182.0,1651,1674,MP*1,MP*1
31183.0,831,868,PSI*,PSI*
31183.0,1170,1672,MP*1,MP*1
31183.0,1651,1674,MP*1,MP*1
31183.0,641,863,MP*2,PSI*
31184.0,1170,1672,MP*1,MP*1
31184.0,1651,1674,MP*1,MP*1
31184.0,1613,1672,MP*1,MP*1
31185.0,1170,1672,MP*1,MP*1
31185.0,627,635,PC,PC
31185.0,1613,1672,MP*1,MP*1
31186.0,1170,1672,MP*1,MP*1
31186.0,654,681,PC,PC
31186.0,609,635,PC,PC
31186.0,623,1678,PC,MP*1
31187.0,1170,1672,MP*1,MP*1
31187.0,623,1678,PC,MP*1
31187.0,1148,1644,MP*1,MP*1
31187.0,1613,1672,MP*1,MP*1
31188.0,661,834,PC,PSI*
31188.0,1170,1672,MP*1,MP*1
31188.0,623,1678,PC,MP*1
31188.0,1613,1672,MP*1,MP*1
31189.0,661,834,PC,PSI*
31189.0,627,658,PC,PC
31189.0,627,635,PC,PC
31189.0,609,627,PC,PC
31189.0,1613,1672,MP*1,MP*1
31189.0,1658,1674,MP*1,MP*1
31189.0,1170,1672,MP*1,MP*1
31189.0,654,681,PC,PC
31189.0,623,1678,PC,MP*1
31190.0,627,635,PC,PC
31190.0,1672,1674,MP*1,MP*1
31190.0,1613,1672,MP*1,MP*1
31190.0,1170,1672,MP*1,MP*1
31190.0,623,1678,PC,MP*1
31191.0,1148,1686,MP*1,MP*1
31191.0,627,1678,PC,MP*1
31191.0,1672,1674,MP*1,MP*1
31191.0,1658,1674,MP*1,MP*1
31191.0,1170,1672,MP*1,MP*1
31191.0,1651,1674,MP*1,MP*1
31191.0,623,1678,PC,MP*1
31192.0,620,674,MP*2,MP*2
31192.0,1672,1674,MP*1,MP*1
31192.0,1658,1674,MP*1,MP*1
31192.0,1170,1672,MP*1,MP*1
31192.0,1651,1674,MP*1,MP*1
31192.0,623,1678,PC,MP*1
31193.0,855,869,PSI*,PSI*
31193.0,641,695,MP*2,MP*2
31193.0,854,858,PSI*,PSI*
31193.0,699,862,MP*2,PSI*
31193.0,1658,1674,MP*1,MP*1
31193.0,1170,1672,MP*1,MP*1
31193.0,1651,1674,MP*1,MP*1
31193.0,623,1678,PC,MP*1
31194.0,855,869,PSI*,PSI*
31194.0,1672,1674,MP*1,MP*1
31194.0,623,1678,PC,MP*1
31194.0,1658,1674,MP*1,MP*1
31194.0,1170,1672,MP*1,MP*1
31194.0,1651,1674,MP*1,MP*1
31194.0,609,661,PC,PC
31195.0,1651,1658,MP*1,MP*1
31195.0,1672,1674,MP*1,MP*1
31195.0,1190,1492,MP*1,MP*1
31195.0,1651,1674,MP*1,MP*1
31195.0,1170,1672,MP*1,MP*1
31195.0,623,1678,PC,MP*1
31195.0,609,661,PC,PC
31196.0,654,681,PC,PC
31196.0,651,681,PC,PC
31196.0,681,694,PC,PC
31196.0,1672,1674,MP*1,MP*1
31196.0,609,627,PC,PC
31196.0,623,1678,PC,MP*1
31196.0,1190,1644,MP*1,MP*1
31196.0,1170,1672,MP*1,MP*1
31196.0,1651,1674,MP*1,MP*1
31196.0,627,661,PC,PC
31196.0,609,661,PC,PC
31197.0,681,694,PC,PC
31197.0,1672,1674,MP*1,MP*1
31197.0,695,699,MP*2,MP*2
31197.0,1170,1672,MP*1,MP*1
31197.0,654,681,PC,PC
31197.0,1651,1674,MP*1,MP*1
31198.0,681,694,PC,PC
31198.0,1672,1674,MP*1,MP*1
31198.0,609,661,PC,PC
31198.0,1651,1674,MP*1,MP*1
31198.0,1190,1644,MP*1,MP*1
31198.0,851,864,PSI*,PSI*
31198.0,1170,1672,MP*1,MP*1
31198.0,654,681,PC,PC
31198.0,1170,1674,MP*1,MP*1
31198.0,623,1678,PC,MP*1
31198.0,654,694,PC,PC
31199.0,855,869,PSI*,PSI*
31199.0,641,699,MP*2,MP*2
31199.0,1672,1674,MP*1,MP*1
31199.0,1492,1674,MP*1,MP*1
31199.0,1170,1672,MP*1,MP*1
31199.0,1651,1674,MP*1,MP*1
31199.0,1170,1674,MP*1,MP*1
31200.0,1164,1645,MP*1,MP*1
31200.0,641,699,MP*2,MP*2
31200.0,1672,1674,MP*1,MP*1
31200.0,1492,1674,MP*1,MP*1
31200.0,1658,1674,MP*1,MP*1
31200.0,1170,1672,MP*1,MP*1
31200.0,1651,1674,MP*1,MP*1
31201.0,1651,1658,MP*1,MP*1
31201.0,641,699,MP*2,MP*2
31201.0,1672,1674,MP*1,MP*1
31201.0,1658,1672,MP*1,MP*1
31201.0,1658,1674,MP*1,MP*1
31201.0,1170,1672,MP*1,MP*1
31201.0,1651,1674,MP*1,MP*1
31202.0,1170,1672,MP*1,MP*1
31202.0,654,681,PC,PC
31202.0,641,699,MP*2,MP*2
31202.0,1651,1674,MP*1,MP*1
31202.0,623,1678,PC,MP*1
31203.0,620,674,MP*2,MP*2
31203.0,681,694,PC,PC
31203.0,1672,1674,MP*1,MP*1
31203.0,1492,1674,MP*1,MP*1
31203.0,1170,1672,MP*1,MP*1
31203.0,654,681,PC,PC
31203.0,1651,1674,MP*1,MP*1
31204.0,1170,1672,MP*1,MP*1
31204.0,1164,1645,MP*1,MP*1
31204.0,681,694,PC,PC
31204.0,1632,1671,MP*1,MP*1
31204.0,1492,1674,MP*1,MP*1
31204.0,1492,1651,MP*1,MP*1
31204.0,1190,1644,MP*1,MP*1
31204.0,1632,1662,MP*1,MP*1
31205.0,1164,1671,MP*1,MP*1
31205.0,1190,1644,MP*1,MP*1
31205.0,1170,1672,MP*1,MP*1
31205.0,654,681,PC,PC
31205.0,654,694,PC,PC
31206.0,827,834,PSI*,PSI*
31206.0,1651,1678,MP*1,MP*1
31206.0,1674,1678,MP*1,MP*1
31206.0,1170,1672,MP*1,MP*1
31206.0,654,681,PC,PC
31206.0,1651,1674,MP*1,MP*1
31207.0,641,685,MP*2,MP*2
31207.0,641,699,MP*2,MP*2
31207.0,1674,1678,MP*1,MP*1
31207.0,654,681,PC,PC
31208.0,1164,1644,MP*1,MP*1
31208.0,827,834,PSI*,PSI*
31208.0,1181,1651,MP*1,MP*1
31208.0,641,685,MP*2,MP*2
31208.0,641,699,MP*2,MP*2
31208.0,681,694,PC,PC
31208.0,1164,1190,MP*1,MP*1
31208.0,1674,1678,MP*1,MP*1
31208.0,1181,1678,MP*1,MP*1
31208.0,654,681,PC,PC
31208.0,1492,1678,MP*1,MP*1
31208.0,628,636,PC,PC
31209.0,641,699,MP*2,MP*2
31209.0,1181,1651,MP*1,MP*1
31209.0,1164,1644,MP*1,MP*1
31209.0,1674,1678,MP*1,MP*1
31209.0,1148,1658,MP*1,MP*1
31209.0,654,681,PC,PC
31209.0,812,884,PC*,PC*
31209.0,1492,1678,MP*1,MP*1
31209.0,628,636,PC,PC
31210.0,1672,1678,MP*1,MP*1
31210.0,1181,1651,MP*1,MP*1
31210.0,681,694,PC,PC
31210.0,641,699,MP*2,MP*2
31210.0,1662,1678,MP*1,MP*1
31210.0,1492,1674,MP*1,MP*1
31210.0,1674,1678,MP*1,MP*1
31210.0,1170,1672,MP*1,MP*1
31210.0,654,681,PC,PC
31210.0,1492,1678,MP*1,MP*1
31211.0,1672,1678,MP*1,MP*1
31211.0,1181,1651,MP*1,MP*1
31211.0,857,869,PSI*,PSI*
31211.0,641,699,MP*2,MP*2
31211.0,834,884,PSI*,PC*
31211.0,1164,1644,MP*1,MP*1
31211.0,1492,1674,MP*1,MP*1
31211.0,1674,1678,MP*1,MP*1
31211.0,641,678,MP*2,MP*2
31211.0,1170,1672,MP*1,MP*1
31211.0,1181,1678,MP*1,MP*1
31211.0,1148,1658,MP*1,MP*1
31211.0,654,681,PC,PC
31212.0,641,699,MP*2,MP*2
31212.0,857,869,PSI*,PSI*
31212.0,1164,1644,MP*1,MP*1
31212.0,880,887,PC*,PC*
31212.0,654,667,PC,PC
31212.0,1674,1678,MP*1,MP*1
31212.0,1662,1674,MP*1,MP*1
31212.0,641,685,MP*2,MP*2
31212.0,1181,1678,MP*1,MP*1
31212.0,1170,1672,MP*1,MP*1
31212.0,654,681,PC,PC
31212.0,654,694,PC,PC
31212.0,667,681,PC,PC
31212.0,855,857,PSI*,PSI*
31213.0,1672,1678,MP*1,MP*1
31213.0,884,887,PC*,PC*
31213.0,1674,1678,MP*1,MP*1
31213.0,641,685,MP*2,MP*2
31213.0,857,869,PSI*,PSI*
31213.0,1170,1672,MP*1,MP*1
31214.0,814,895,PC*,PC*
31214.0,1148,1662,MP*1,MP*1
31214.0,1181,1651,MP*1,MP*1
31214.0,641,685,MP*2,MP*2
31214.0,667,849,PC,PC*
31214.0,1164,1644,MP*1,MP*1
31214.0,1674,1678,MP*1,MP*1
31214.0,1148,1658,MP*1,MP*1
31214.0,1658,1662,MP*1,MP*1
31214.0,1170,1672,MP*1,MP*1
31214.0,628,636,PC,PC
31215.0,1672,1678,MP*1,MP*1
31215.0,1148,1662,MP*1,MP*1
31215.0,1148,1658,MP*1,MP*1
31215.0,1181,1651,MP*1,MP*1
31215.0,641,685,MP*2,MP*2
31215.0,1181,1674,MP*1,MP*1
31215.0,1674,1678,MP*1,MP*1
31215.0,1658,1662,MP*1,MP*1
31215.0,1170,1672,MP*1,MP*1
31215.0,855,869,PSI*,PSI*
31215.0,1651,1662,MP*1,MP*1
31215.0,855,857,PSI*,PSI*
31216.0,1672,1678,MP*1,MP*1
31216.0,1148,1662,MP*1,MP*1
31216.0,1181,1651,MP*1,MP*1
31216.0,1181,1674,MP*1,MP*1
31216.0,1170,1678,MP*1,MP*1
31216.0,855,869,PSI*,PSI*
31216.0,1148,1658,MP*1,MP*1
31216.0,1170,1672,MP*1,MP*1
31216.0,1651,1674,MP*1,MP*1
31216.0,807,893,PC*,PC*
31216.0,654,694,PC,PC
31217.0,1672,1678,MP*1,MP*1
31217.0,667,847,PC,PC*
31217.0,1181,1674,MP*1,MP*1
31217.0,667,817,PC,PC*
31217.0,1170,1672,MP*1,MP*1
31217.0,807,893,PC*,PC*
31217.0,817,847,PC*,PC*
31218.0,1672,1678,MP*1,MP*1
31218.0,667,817,PC,PC*
31218.0,636,893,PC,PC*
31218.0,1181,1674,MP*1,MP*1
31218.0,683,692,PC,PC
31218.0,1613,1672,MP*1,MP*1
31218.0,1170,1672,MP*1,MP*1
31218.0,628,817,PC,PC*
31218.0,817,847,PC*,PC*
31219.0,1672,1678,MP*1,MP*1
31219.0,641,699,MP*2,MP*2
31219.0,641,685,MP*2,MP*2
31219.0,855,893,PSI*,PC*
31219.0,1181,1674,MP*1,MP*1
31219.0,683,1181,PC,MP*1
31219.0,683,1658,PC,MP*1
31219.0,683,692,PC,PC
31219.0,1170,1672,MP*1,MP*1
31220.0,641,699,MP*2,MP*2
31220.0,893,898,PC*,PC*
31220.0,1658,1674,MP*1,MP*1
31220.0,1170,1672,MP*1,MP*1
31220.0,654,681,PC,PC
31221.0,641,699,MP*2,MP*2
31221.0,1181,1674,MP*1,MP*1
31222.0,641,699,MP*2,MP*2
31222.0,1181,1674,MP*1,MP*1
31222.0,685,699,MP*2,MP*2
31222.0,699,1674,MP*2,MP*1
31222.0,1651,1674,MP*1,MP*1
31223.0,616,683,PC,PC
31223.0,666,1686,PC,MP*1
31223.0,1181,1674,MP*1,MP*1
31223.0,1181,1686,MP*1,MP*1
31223.0,683,698,PC,PC
31223.0,654,681,PC,PC
31223.0,666,1181,PC,MP*1
31224.0,1181,1674,MP*1,MP*1
31224.0,666,1181,PC,MP*1
31224.0,641,699,MP*2,MP*2
31224.0,636,809,PC,PC*
31224.0,1651,1686,MP*1,MP*1
31224.0,681,694,PC,PC
31225.0,1181,1674,MP*1,MP*1
31225.0,1164,1644,MP*1,MP*1
31225.0,681,694,PC,PC
31225.0,1613,1672,MP*1,MP*1
31225.0,654,681,PC,PC
31226.0,1164,1644,MP*1,MP*1
31226.0,1613,1672,MP*1,MP*1
31228.0,1181,1674,MP*1,MP*1
31228.0,641,691,MP*2,MP*2
31229.0,1164,1644,MP*1,MP*1
31230.0,1181,1674,MP*1,MP*1
31230.0,681,694,PC,PC
31231.0,681,694,PC,PC
31232.0,621,684,MP*2,MP*2
31232.0,1613,1672,MP*1,MP*1
31232.0,1164,1644,MP*1,MP*1
31232.0,681,694,PC,PC
31232.0,1492,1651,MP*1,MP*1
31232.0,1651,1674,MP*1,MP*1
31233.0,621,684,MP*2,MP*2
31233.0,641,699,MP*2,MP*2
31233.0,1613,1672,MP*1,MP*1
31234.0,621,684,MP*2,MP*2
31234.0,1613,1672,MP*1,MP*1
31234.0,1644,1645,MP*1,MP*1
31234.0,681,694,PC,PC
31234.0,641,691,MP*2,MP*2
31235.0,1181,1674,MP*1,MP*1
31235.0,641,691,MP*2,MP*2
31235.0,1613,1672,MP*1,MP*1
31235.0,1170,1672,MP*1,MP*1
31236.0,1651,1674,MP*1,MP*1
31236.0,1613,1672,MP*1,MP*1
31237.0,1613,1672,MP*1,MP*1
31238.0,684,695,MP*2,MP*2
31238.0,1181,1674,MP*1,MP*1
31238.0,1613,1672,MP*1,MP*1
31239.0,1170,1672,MP*1,MP*1
31239.0,1613,1672,MP*1,MP*1
31240.0,1170,1672,MP*1,MP*1
31240.0,1613,1672,MP*1,MP*1
31241.0,1170,1672,MP*1,MP*1
31242.0,1181,1674,MP*1,MP*1
31242.0,684,695,MP*2,MP*2
31242.0,681,694,PC,PC
31243.0,684,695,MP*2,MP*2
31243.0,1181,1674,MP*1,MP*1
31244.0,1170,1672,MP*1,MP*1
31244.0,684,695,MP*2,MP*2
31244.0,1492,1651,MP*1,MP*1
31245.0,619,684,MP*2,MP*2
31245.0,684,695,MP*2,MP*2
31245.0,1181,1674,MP*1,MP*1
31246.0,1170,1672,MP*1,MP*1
31246.0,1492,1651,MP*1,MP*1
31247.0,1170,1672,MP*1,MP*1
31247.0,1492,1651,MP*1,MP*1
31248.0,1181,1674,MP*1,MP*1
31248.0,619,684,MP*2,MP*2
31248.0,1492,1651,MP*1,MP*1
31248.0,1170,1672,MP*1,MP*1
31249.0,1170,1672,MP*1,MP*1
31249.0,1492,1651,MP*1,MP*1
31250.0,684,695,MP*2,MP*2
31251.0,619,684,MP*2,MP*2
31252.0,619,684,MP*2,MP*2
31252.0,1613,1672,MP*1,MP*1
31253.0,1148,1658,MP*1,MP*1
31253.0,1492,1651,MP*1,MP*1
31253.0,1613,1672,MP*1,MP*1
31254.0,619,684,MP*2,MP*2
31254.0,1613,1672,MP*1,MP*1
31255.0,1181,1674,MP*1,MP*1
31255.0,684,695,MP*2,MP*2
31255.0,619,684,MP*2,MP*2
31255.0,1613,1672,MP*1,MP*1
31256.0,684,695,MP*2,MP*2
31257.0,1181,1674,MP*1,MP*1
31257.0,1613,1672,MP*1,MP*1
31258.0,1148,1658,MP*1,MP*1
31258.0,1613,1672,MP*1,MP*1
31259.0,1148,1658,MP*1,MP*1
31259.0,1181,1674,MP*1,MP*1
31260.0,1651,1674,MP*1,MP*1
31260.0,1181,1674,MP*1,MP*1
31260.0,619,684,MP*2,MP*2
31260.0,1613,1672,MP*1,MP*1
31261.0,1651,1674,MP*1,MP*1
31261.0,1613,1672,MP*1,MP*1
31262.0,1651,1674,MP*1,MP*1
31262.0,1164,1644,MP*1,MP*1
31262.0,1613,1672,MP*1,MP*1
31263.0,621,684,MP*2,MP*2
31263.0,619,684,MP*2,MP*2
31263.0,684,695,MP*2,MP*2
31263.0,1613,1672,MP*1,MP*1
31263.0,1651,1674,MP*1,MP*1
31264.0,621,684,MP*2,MP*2
31264.0,600,613,PC,PC
31264.0,1651,1674,MP*1,MP*1
31264.0,1613,1672,MP*1,MP*1
31266.0,1170,1672,MP*1,MP*1
31266.0,1613,1672,MP*1,MP*1
31267.0,1170,1672,MP*1,MP*1
31267.0,1651,1674,MP*1,MP*1
31267.0,1613,1672,MP*1,MP*1
31268.0,1170,1672,MP*1,MP*1
31268.0,1651,1674,MP*1,MP*1
31268.0,641,699,MP*2,MP*2
31268.0,1613,1672,MP*1,MP*1
31269.0,641,699,MP*2,MP*2
31269.0,1613,1672,MP*1,MP*1
31269.0,1170,1672,MP*1,MP*1
31269.0,684,695,MP*2,MP*2
31269.0,619,684,MP*2,MP*2
31269.0,1651,1674,MP*1,MP*1
31270.0,636,869,PC,PSI*
