t,i,j
44653.0,86,79
44653.0,29,1
44653.0,66,23
44653.0,29,33
44654.0,29,33
44654.0,1,33
44654.0,29,1
44655.0,29,1
44655.0,1,33
44656.0,1,33
44657.0,1,33
44658.0,86,79
44658.0,1,33
44659.0,86,79
44659.0,24,84
44659.0,1,33
44660.0,24,84
44660.0,1,33
44660.0,86,79
44661.0,1,33
44661.0,24,84
44661.0,29,33
44662.0,1,33
44663.0,1,33
44663.0,63,48
44666.0,29,1
44668.0,86,79
44669.0,86,79
44672.0,31,22
44680.0,39,18
44680.0,12,52
44681.0,12,52
44682.0,12,52
44682.0,39,59
44682.0,22,83
44683.0,12,52
44684.0,12,52
44684.0,12,81
44684.0,86,79
44685.0,86,79
44685.0,1,33
44686.0,86,79
44687.0,12,52
44687.0,86,79
44687.0,81,52
44688.0,81,52
44689.0,39,18
44689.0,86,79
44689.0,81,52
44689.0,12,81
44690.0,86,79
44690.0,39,18
44691.0,12,81
44691.0,81,52
44691.0,39,18
44691.0,12,52
44692.0,12,52
44692.0,56,74
44692.0,81,52
44693.0,56,74
44693.0,32,22
44693.0,32,31
44693.0,12,52
44694.0,56,74
44695.0,39,18
44695.0,81,52
44696.0,4,84
44698.0,24,84
44700.0,4,84
44701.0,56,74
44701.0,32,22
44702.0,32,22
44705.0,32,31
44706.0,32,22
44706.0,32,31
44708.0,32,31
44708.0,32,22
44709.0,39,18
44709.0,32,22
44710.0,39,18
44710.0,32,22
44711.0,39,18
44711.0,32,22
44712.0,39,18
44713.0,39,18
44714.0,39,18
44715.0,39,18
44716.0,39,18
44717.0,39,18
44718.0,39,18
44719.0,56,74
44720.0,56,74
44724.0,46,21
44747.0,13,53
44747.0,86,79
44748.0,13,53
44748.0,86,79
44749.0,86,79
44750.0,73,11
44750.0,13,53
44750.0,86,79
44751.0,13,53
44752.0,13,53
44753.0,13,53
44754.0,13,53
44755.0,13,53
44756.0,13,53
44757.0,13,53
44767.0,32,31
44768.0,32,31
44769.0,32,22
44769.0,32,31
44770.0,69,47
44770.0,32,31
44771.0,69,47
44771.0,31,22
44772.0,32,31
44773.0,32,31
44773.0,39,18
44774.0,39,18
44774.0,32,31
44775.0,32,31
44776.0,32,22
44777.0,69,47
44778.0,69,47
44779.0,32,31
44782.0,55,62
44782.0,69,47
44783.0,69,47
44785.0,32,31
44785.0,69,47
44786.0,32,31
44786.0,69,47
44787.0,69,47
44788.0,43,73
44789.0,69,47
44789.0,43,73
44790.0,55,62
44790.0,69,47
44791.0,55,62
44791.0,69,47
44792.0,55,62
44792.0,69,47
44793.0,43,73
44793.0,69,47
44793.0,39,18
44793.0,55,62
44794.0,43,73
44794.0,69,47
44794.0,55,62
44795.0,55,62
44795.0,43,73
44795.0,69,47
44796.0,43,73
44796.0,69,47
44796.0,55,62
44797.0,69,47
44797.0,55,62
44798.0,43,73
44798.0,55,62
44798.0,69,47
44799.0,55,62
44799.0,69,47
44800.0,39,18
44800.0,55,62
44800.0,69,47
44801.0,69,47
44801.0,55,62
44802.0,55,62
44802.0,69,47
44803.0,55,62
44803.0,69,47
44804.0,55,62
44804.0,69,47
44805.0,69,47
44805.0,55,62
44806.0,69,47
44806.0,55,62
44807.0,69,47
44807.0,55,62
44808.0,55,62
44808.0,69,47
44809.0,55,62
44809.0,69,47
44810.0,55,62
44810.0,69,47
44811.0,55,62
44811.0,69,47
44812.0,55,62
44812.0,69,47
44813.0,69,47
44813.0,55,62
44814.0,55,62
44814.0,69,47
44815.0,15,48
44815.0,32,31
44816.0,15,48
44817.0,15,48
44818.0,15,48
44819.0,32,31
44821.0,15,48
44821.0,32,31
44822.0,39,18
44823.0,39,18
44824.0,15,48
44824.0,32,31
44825.0,32,31
44825.0,15,48
44826.0,15,48
44826.0,32,31
44827.0,32,31
44827.0,39,18
44827.0,15,48
44828.0,32,31
44828.0,39,18
44828.0,15,48
44828.0,32,22
44829.0,39,18
44829.0,32,31
44829.0,15,48
44830.0,39,18
44830.0,15,48
44831.0,32,31
44831.0,15,48
44832.0,15,48
44833.0,39,18
44833.0,15,48
44834.0,39,18
44834.0,15,48
44835.0,15,48
44836.0,15,48
44837.0,15,48
44837.0,32,31
44837.0,32,22
44838.0,15,48
44838.0,32,31
44839.0,15,48
44840.0,15,48
44841.0,32,31
44841.0,15,48
44842.0,15,48
44842.0,32,22
44842.0,32,31
44843.0,15,48
44843.0,32,22
44844.0,73,11
44844.0,32,31
44844.0,15,48
44845.0,15,48
44846.0,15,48
44846.0,39,18
44846.0,32,31
44847.0,32,22
44847.0,32,31
44847.0,15,48
44848.0,15,48
44848.0,32,31
44848.0,43,73
44849.0,32,31
44849.0,15,48
44850.0,15,48
44851.0,15,48
44852.0,15,48
44853.0,15,48
44854.0,39,18
44860.0,69,47
44861.0,39,18
44861.0,69,47
44862.0,69,47
44863.0,69,47
44863.0,39,18
44864.0,69,47
44864.0,39,18
44865.0,69,47
44865.0,39,18
44866.0,69,47
44866.0,39,18
44867.0,69,47
44868.0,69,47
44868.0,39,18
44869.0,39,18
44869.0,69,47
44870.0,69,47
44871.0,69,47
44872.0,69,47
44873.0,69,47
44874.0,69,47
44875.0,69,47
44876.0,69,47
44876.0,39,18
44877.0,69,47
44878.0,69,47
44879.0,69,47
44879.0,19,25
44879.0,39,18
44880.0,19,25
44880.0,69,47
44881.0,18,3
44881.0,69,47
44882.0,18,3
44882.0,69,47
44883.0,69,47
44883.0,18,3
44884.0,69,47
44885.0,69,47
44886.0,69,47
44887.0,69,47
44888.0,69,47
44889.0,69,47
44890.0,69,47
44891.0,69,47
44892.0,69,47
44893.0,69,47
44894.0,69,47
44895.0,69,47
44896.0,43,73
44897.0,43,73
44898.0,43,73
44899.0,43,73
44900.0,43,73
44901.0,43,73
44902.0,43,73
44903.0,43,73
44904.0,43,73
44905.0,43,73
44906.0,43,73
44907.0,43,73
44909.0,43,73
44909.0,39,18
44910.0,39,18
44910.0,43,73
44912.0,18,3
44918.0,4,84
44920.0,4,84
44920.0,39,59
44921.0,39,59
44921.0,43,73
44922.0,4,84
44922.0,39,59
44923.0,39,59
44923.0,4,84
44924.0,39,59
44924.0,4,84
44925.0,39,59
44927.0,39,59
44927.0,4,84
44928.0,39,59
44928.0,4,84
44929.0,39,59
44930.0,39,59
44931.0,15,48
44931.0,39,59
44932.0,39,59
44933.0,39,59
44934.0,43,73
44934.0,39,59
44935.0,39,59
44936.0,43,73
44936.0,39,59
44937.0,39,59
44938.0,18,3
44938.0,39,59
44939.0,18,3
44939.0,14,64
44939.0,39,59
44940.0,18,3
44940.0,39,59
44941.0,39,59
44941.0,46,21
44941.0,18,3
44942.0,18,3
44942.0,39,59
44943.0,18,3
44943.0,39,59
44944.0,18,3
44945.0,39,59
44945.0,18,3
44945.0,43,73
44946.0,39,59
44946.0,18,3
44947.0,18,3
44947.0,39,59
44948.0,39,59
44948.0,18,3
44949.0,39,59
44949.0,18,3
44952.0,46,21
44960.0,14,64
44962.0,14,64
44963.0,46,21
44995.0,82,60
44996.0,15,48
44996.0,82,60
44997.0,46,21
44997.0,82,60
44998.0,46,21
44998.0,82,60
44999.0,82,60
44999.0,46,21
45000.0,82,60
45001.0,82,60
45002.0,82,60
45003.0,82,60
45005.0,82,60
45006.0,82,60
45007.0,82,60
45008.0,82,60
45009.0,82,60
45010.0,56,74
45010.0,82,60
45011.0,82,60
45012.0,82,60
45013.0,56,74
45013.0,82,60
45014.0,82,60
45015.0,82,60
45016.0,82,60
45017.0,82,60
45018.0,82,60
45019.0,82,60
45020.0,82,60
45020.0,56,74
45021.0,56,74
45022.0,82,60
45022.0,56,74
45023.0,56,74
45024.0,56,74
45025.0,56,74
45026.0,56,74
45026.0,82,60
45027.0,56,74
45028.0,82,60
45028.0,56,74
45029.0,82,60
45029.0,56,74
45030.0,82,60
45030.0,56,74
45031.0,82,60
45031.0,56,74
45031.0,43,73
45032.0,56,74
45032.0,43,73
45033.0,56,74
45033.0,43,73
45033.0,82,60
45034.0,56,74
45034.0,43,73
45035.0,56,74
45035.0,82,60
45035.0,43,73
45036.0,56,74
45036.0,43,73
45037.0,82,60
45037.0,56,74
45037.0,43,73
45038.0,43,73
45038.0,82,60
45038.0,56,74
45039.0,56,74
45039.0,43,73
45040.0,82,60
45041.0,82,60
45042.0,82,60
45044.0,82,60
45045.0,82,60
45046.0,82,60
45047.0,15,48
45047.0,82,60
45048.0,15,48
45048.0,82,60
45050.0,15,48
45051.0,82,60
45052.0,82,60
45053.0,15,48
45054.0,15,48
45055.0,15,48
45055.0,82,60
45056.0,44,14
45056.0,82,60
45057.0,15,48
45058.0,15,48
45059.0,82,60
45059.0,15,48
45060.0,15,48
45061.0,82,60
45062.0,15,48
45062.0,82,60
45063.0,15,48
45064.0,44,64
45065.0,44,64
45066.0,82,60
45066.0,44,64
45067.0,44,64
45067.0,82,60
45068.0,44,64
45069.0,82,60
45069.0,14,64
45070.0,82,60
45070.0,14,64
45071.0,82,60
45071.0,14,64
45072.0,82,60
45072.0,14,64
45073.0,14,64
45074.0,82,60
45074.0,14,64
45075.0,14,64
45076.0,82,60
45076.0,14,64
45077.0,14,64
45077.0,82,60
45078.0,82,60
45078.0,14,64
45079.0,82,60
45079.0,14,64
45080.0,14,64
45081.0,14,64
45081.0,82,60
45082.0,82,60
45082.0,14,64
45083.0,14,64
45083.0,82,60
45084.0,14,64
45084.0,82,60
45085.0,82,60
45085.0,39,59
45086.0,82,60
45086.0,39,59
45087.0,82,60
45087.0,39,59
45088.0,82,60
45089.0,82,60
45089.0,39,59
45090.0,82,60
45090.0,39,59
45091.0,39,59
45092.0,82,60
45093.0,39,59
45094.0,39,59
45094.0,82,60
45095.0,39,59
45095.0,82,60
45096.0,39,59
45096.0,82,60
45097.0,82,60
45097.0,39,59
45098.0,39,59
45098.0,82,60
45099.0,82,60
45099.0,39,59
45100.0,82,60
45100.0,39,59
45101.0,39,59
45101.0,82,60
45102.0,39,59
45102.0,82,60
45103.0,82,60
45103.0,39,59
45104.0,82,60
45104.0,39,59
45105.0,39,59
45105.0,82,60
45106.0,82,60
45106.0,39,59
45107.0,82,60
45107.0,39,59
45108.0,82,60
45108.0,39,59
45109.0,82,60
45109.0,39,59
45110.0,39,59
45111.0,82,60
45112.0,39,59
45113.0,39,59
45114.0,82,60
45114.0,39,59
45115.0,39,59
45115.0,82,60
45116.0,39,59
45117.0,82,60
45118.0,82,60
45119.0,39,59
45119.0,82,60
45120.0,82,60
45121.0,82,60
45121.0,39,59
45122.0,82,60
45122.0,39,59
45123.0,82,60
45124.0,82,60
45125.0,39,59
45125.0,82,60
45126.0,82,60
45127.0,39,59
45129.0,39,59
45129.0,82,60
45130.0,82,60
45131.0,39,59
45131.0,82,60
45132.0,82,60
45132.0,39,59
45133.0,39,59
45133.0,82,60
45134.0,39,59
45135.0,82,60
45135.0,39,59
45136.0,39,59
45136.0,82,60
45137.0,82,60
45138.0,82,60
45139.0,39,59
45139.0,82,60
45140.0,82,60
45140.0,39,59
45141.0,82,60
45141.0,39,59
45142.0,82,60
45143.0,82,60
45144.0,82,60
45145.0,82,60
45145.0,39,59
45146.0,39,59
45148.0,82,60
45149.0,82,60
45149.0,39,59
45151.0,39,59
45152.0,82,60
45153.0,82,60
45154.0,39,59
45154.0,82,60
45156.0,39,59
45156.0,82,60
45157.0,82,60
45158.0,82,60
45158.0,25,75
45160.0,39,59
45161.0,39,59
45162.0,39,59
45162.0,82,60
45163.0,82,60
45164.0,82,60
45164.0,39,59
45165.0,82,60
45166.0,82,60
45166.0,15,48
45167.0,15,48
45167.0,82,60
45168.0,15,48
45168.0,82,60
45169.0,15,48
45170.0,82,60
45170.0,15,48
45171.0,82,60
45171.0,15,48
45172.0,82,60
45173.0,82,60
45174.0,82,60
45174.0,69,47
45175.0,82,60
45176.0,82,60
45177.0,82,60
45179.0,82,60
45180.0,82,60
45181.0,82,60
45182.0,82,60
45183.0,82,60
45185.0,82,60
45188.0,82,60
45189.0,82,60
45190.0,82,60
45191.0,82,60
45193.0,82,60
45194.0,82,60
45199.0,82,60
45200.0,82,60
45203.0,82,60
45204.0,82,60
45205.0,82,60
45206.0,82,60
45207.0,82,60
45208.0,82,60
45209.0,82,60
45210.0,82,60
45211.0,82,60
45212.0,82,60
45213.0,82,60
45213.0,25,75
45215.0,82,60
45215.0,25,75
45216.0,82,60
45217.0,82,60
45218.0,25,75
45218.0,82,60
45219.0,82,60
45220.0,82,60
45220.0,25,75
45221.0,82,60
45223.0,82,60
45224.0,82,60
45225.0,82,60
45227.0,25,75
45228.0,82,60
45232.0,82,60
45234.0,82,60
45237.0,82,60
45239.0,82,60
45239.0,25,75
45241.0,25,75
45241.0,82,60
45242.0,82,60
45243.0,82,60
45245.0,25,75
45246.0,82,60
45248.0,25,75
45248.0,82,60
45250.0,82,60
45250.0,25,75
45251.0,82,60
45252.0,82,60
45252.0,25,75
45253.0,25,75
45254.0,82,60
45255.0,25,75
45255.0,82,60
45256.0,82,60
45258.0,82,60
45259.0,25,75
45260.0,82,60
45261.0,25,75
45262.0,25,75
45262.0,82,60
45263.0,25,75
45263.0,39,59
45264.0,25,75
45264.0,39,59
45265.0,82,60
45265.0,25,75
45265.0,18,3
45265.0,39,59
45266.0,25,75
45266.0,39,59
45266.0,18,3
45267.0,39,59
45267.0,25,75
45267.0,18,3
45268.0,82,60
45268.0,39,59
45268.0,18,3
45269.0,82,60
45269.0,25,75
45269.0,18,3
45270.0,18,3
45270.0,39,59
45270.0,25,75
45271.0,39,59
45271.0,18,3
45272.0,18,3
45272.0,25,75
45272.0,39,59
45273.0,39,59
45273.0,18,3
45274.0,18,3
45274.0,82,60
45274.0,25,75
45275.0,39,59
45275.0,82,60
45275.0,18,3
45276.0,82,60
45276.0,39,59
45276.0,25,75
45276.0,18,3
45277.0,39,59
45277.0,18,3
45278.0,25,75
45278.0,18,3
45278.0,39,59
45279.0,18,3
45279.0,25,75
45279.0,39,59
45279.0,82,60
45280.0,39,59
45280.0,82,60
45281.0,18,3
45281.0,39,59
45282.0,39,59
45282.0,18,3
45283.0,82,60
45283.0,18,3
45284.0,18,3
45284.0,25,75
45284.0,39,59
45284.0,82,60
45285.0,39,59
45285.0,18,3
45286.0,82,60
45286.0,39,59
45286.0,18,3
45287.0,39,59
45287.0,82,60
45287.0,25,75
45287.0,18,3
45288.0,82,60
45288.0,25,75
45288.0,18,3
45288.0,39,59
45289.0,18,3
45289.0,25,75
45289.0,82,60
45289.0,39,59
45290.0,18,3
45290.0,39,59
45290.0,82,60
45291.0,18,3
45291.0,39,59
45292.0,18,3
45292.0,39,59
45292.0,25,75
45293.0,18,3
45293.0,25,75
45293.0,39,59
45293.0,82,60
45294.0,39,59
45294.0,82,60
45295.0,82,60
45295.0,25,75
45295.0,39,59
45296.0,82,60
45296.0,25,75
45296.0,18,3
45296.0,39,59
45297.0,39,59
45297.0,25,75
45297.0,18,3
45298.0,25,75
45298.0,39,59
45299.0,82,60
45299.0,18,3
45300.0,25,75
45301.0,39,59
45301.0,25,75
45301.0,18,3
45302.0,82,60
45303.0,39,59
45303.0,18,3
45304.0,18,3
45304.0,39,59
45304.0,25,75
45304.0,82,60
45305.0,82,60
45305.0,18,3
45305.0,39,59
45306.0,82,60
45306.0,25,75
45306.0,39,59
45307.0,25,75
45307.0,18,3
45307.0,39,59
45308.0,25,75
45308.0,39,59
45309.0,39,59
45310.0,39,59
45311.0,82,60
45311.0,39,59
45311.0,25,75
45312.0,25,75
45312.0,82,60
45313.0,39,59
45313.0,82,60
45314.0,39,59
45315.0,82,60
45315.0,25,75
45315.0,39,59
45316.0,39,59
45316.0,82,60
45317.0,39,59
45317.0,82,60
45318.0,82,60
45319.0,39,59
45319.0,82,60
45320.0,39,59
45321.0,82,60
45321.0,39,59
45322.0,39,59
45322.0,82,60
45323.0,39,59
45325.0,39,59
45325.0,82,60
45326.0,39,59
45326.0,82,60
45327.0,39,59
45328.0,82,60
45328.0,39,59
45329.0,82,60
45329.0,39,59
45330.0,82,60
45330.0,39,59
45331.0,82,60
45331.0,39,59
45332.0,39,59
45333.0,39,59
45333.0,82,60
45335.0,82,60
45335.0,39,59
45336.0,82,60
45337.0,82,60
45338.0,39,59
45339.0,39,59
45339.0,82,60
45340.0,82,60
45340.0,39,59
45341.0,39,59
45342.0,82,60
45342.0,39,59
45343.0,39,59
45343.0,82,60
45344.0,82,60
45344.0,39,59
45345.0,82,60
45346.0,82,60
45347.0,82,60
45348.0,39,59
45348.0,82,60
45349.0,82,60
45351.0,39,59
45351.0,82,60
45352.0,39,59
45352.0,82,60
45353.0,82,60
45353.0,39,59
45354.0,82,60
45354.0,39,59
45355.0,39,59
45356.0,39,59
45356.0,82,60
45357.0,39,59
45357.0,82,60
45358.0,39,59
45358.0,82,60
45359.0,39,59
45360.0,39,59
45360.0,82,60
45361.0,82,60
45363.0,82,60
45364.0,82,60
45365.0,82,60
45365.0,39,59
45366.0,82,60
45367.0,82,60
45368.0,82,60
45369.0,39,59
45370.0,82,60
45370.0,39,59
45371.0,82,60
45372.0,82,60
45373.0,82,60
45374.0,39,59
45375.0,39,59
45376.0,39,59
45378.0,39,59
45379.0,82,60
45380.0,82,60
45381.0,39,59
45381.0,82,60
45382.0,82,60
45383.0,82,60
45383.0,39,59
45386.0,82,60
45387.0,39,59
45387.0,82,60
45388.0,82,60
45388.0,39,59
45389.0,82,60
45390.0,82,60
45390.0,39,59
45392.0,39,59
45392.0,82,60
45393.0,39,59
45394.0,39,59
45396.0,82,60
45397.0,39,59
45398.0,39,59
45400.0,82,60
45400.0,15,48
45401.0,82,60
45401.0,39,59
45401.0,15,48
45402.0,39,59
45402.0,15,48
45403.0,15,48
45404.0,15,48
45404.0,39,59
45404.0,82,60
45405.0,82,60
45405.0,15,48
45406.0,82,60
45406.0,15,48
45407.0,15,48
45407.0,82,60
45408.0,15,48
45408.0,82,60
45409.0,15,48
45409.0,39,59
45409.0,82,60
45410.0,82,60
45411.0,39,59
45411.0,82,60
45412.0,82,60
45412.0,39,59
45413.0,39,59
45413.0,82,60
45414.0,39,59
45414.0,82,60
45415.0,39,59
45415.0,82,60
45416.0,82,60
45416.0,39,59
45417.0,39,59
45417.0,82,60
45418.0,39,59
45418.0,82,60
45420.0,82,60
45420.0,39,59
45421.0,82,60
45421.0,39,59
45422.0,82,60
45422.0,39,59
45423.0,39,59
45423.0,82,60
45424.0,39,59
45424.0,82,60
45425.0,82,60
45425.0,39,59
45426.0,82,60
45426.0,39,59
45427.0,39,59
45427.0,82,60
45427.0,15,48
45428.0,82,60
45429.0,82,60
45430.0,82,60
45431.0,15,48
45431.0,39,59
45431.0,82,60
45433.0,39,59
45433.0,82,60
45434.0,39,59
45435.0,39,59
45436.0,82,60
45437.0,39,59
45438.0,15,48
45438.0,82,60
45439.0,39,59
45439.0,15,48
45439.0,82,60
45440.0,15,48
45440.0,39,59
45441.0,15,48
45441.0,82,60
45442.0,15,48
45443.0,15,48
45443.0,39,59
45444.0,82,60
45444.0,15,48
45445.0,56,74
45445.0,39,59
45445.0,15,48
45445.0,54,70
45446.0,82,60
45446.0,56,74
45446.0,48,70
45446.0,54,70
45446.0,15,48
45447.0,48,70
45447.0,54,70
45447.0,82,60
45447.0,56,74
45447.0,15,48
45448.0,48,70
45448.0,54,70
45448.0,39,59
45448.0,82,60
45448.0,56,74
45448.0,15,48
45449.0,48,70
45449.0,54,70
45449.0,56,74
45449.0,15,48
45449.0,82,60
45449.0,39,59
45450.0,82,60
45450.0,48,70
45450.0,56,74
45450.0,15,48
45450.0,54,70
45450.0,39,59
45451.0,15,48
45451.0,82,60
45451.0,56,74
45451.0,48,70
45451.0,39,59
45452.0,54,70
45452.0,56,74
45452.0,39,59
45453.0,39,59
45453.0,15,48
45453.0,82,60
45453.0,56,74
45453.0,48,70
45453.0,54,70
45454.0,48,70
45454.0,54,70
45454.0,56,74
45454.0,39,59
45455.0,39,59
45455.0,54,70
45455.0,56,74
45456.0,54,70
45456.0,39,59
45456.0,56,74
45456.0,82,60
45456.0,15,48
45457.0,54,70
45457.0,15,48
45457.0,56,74
45457.0,39,59
45457.0,82,60
45458.0,56,74
45458.0,54,70
45458.0,39,59
45459.0,39,59
45459.0,56,74
45459.0,54,70
45459.0,82,60
45460.0,15,48
45460.0,56,74
45460.0,39,59
45461.0,39,59
45461.0,56,74
45461.0,82,60
45462.0,82,60
45462.0,39,59
45462.0,56,74
45463.0,56,74
45463.0,39,59
45464.0,39,59
45464.0,82,60
45464.0,56,74
45465.0,56,74
45465.0,39,59
45465.0,82,60
45466.0,56,74
45466.0,39,59
45466.0,82,60
45467.0,56,74
45467.0,39,59
45467.0,82,60
45468.0,56,74
45468.0,39,59
45468.0,82,60
45469.0,39,59
45469.0,82,60
45469.0,56,74
45470.0,82,60
45470.0,56,74
45470.0,39,59
45471.0,56,74
45471.0,39,59
45472.0,39,59
45472.0,56,74
45473.0,56,74
45474.0,39,59
45474.0,82,60
45474.0,56,74
45475.0,82,60
45475.0,56,74
45476.0,15,70
45476.0,56,74
45477.0,82,60
45477.0,56,74
45478.0,56,74
45478.0,82,60
45478.0,39,59
45479.0,82,60
45479.0,39,59
45479.0,56,74
45480.0,39,59
45480.0,56,74
45480.0,82,60
45481.0,82,60
45482.0,82,60
45483.0,54,70
45483.0,82,60
45484.0,54,70
45484.0,82,60
45484.0,39,59
45485.0,54,70
45485.0,82,60
45486.0,39,59
45486.0,82,60
45487.0,82,60
45487.0,54,70
45488.0,39,59
45488.0,82,60
45488.0,54,70
45489.0,39,59
45489.0,56,74
45489.0,54,70
45490.0,39,59
45490.0,54,70
45490.0,82,60
45491.0,54,70
45491.0,82,60
45492.0,54,70
45492.0,39,59
45493.0,54,70
45493.0,82,60
45494.0,82,60
45494.0,54,70
45495.0,82,60
45495.0,54,70
45496.0,82,60
45497.0,82,60
45497.0,54,70
45498.0,54,70
45500.0,82,60
45501.0,39,59
45502.0,39,59
45502.0,82,60
45503.0,39,59
45503.0,54,70
45503.0,82,60
45504.0,54,70
45504.0,39,59
45504.0,82,60
45505.0,39,59
45505.0,82,60
45506.0,82,60
45506.0,39,59
45506.0,54,70
45507.0,82,60
45508.0,82,60
45508.0,39,59
45509.0,39,59
45509.0,54,70
45509.0,82,60
45510.0,54,70
45510.0,82,60
45510.0,39,59
45511.0,39,59
45511.0,82,60
45511.0,54,70
45512.0,54,70
45512.0,39,59
45513.0,82,60
45513.0,39,59
45513.0,54,70
45514.0,39,59
45514.0,54,70
45515.0,39,59
45515.0,54,70
45515.0,82,60
45516.0,39,59
45516.0,54,70
45517.0,54,70
45517.0,39,59
45518.0,54,70
45518.0,82,60
45518.0,39,59
45519.0,54,70
45519.0,82,60
45519.0,39,59
45520.0,54,70
45520.0,39,59
45520.0,82,60
45521.0,39,59
45521.0,54,70
45521.0,82,60
45522.0,39,59
45522.0,54,70
45523.0,39,59
45523.0,54,70
45523.0,82,60
45524.0,54,70
45524.0,82,60
45524.0,39,59
45525.0,39,59
45525.0,54,70
45525.0,82,60
45526.0,54,70
45526.0,82,60
45527.0,39,59
45527.0,54,70
45528.0,54,70
45528.0,39,59
45529.0,54,70
45529.0,82,60
45530.0,82,60
45530.0,39,59
45530.0,25,75
45530.0,54,70
45531.0,54,70
45531.0,82,60
45531.0,15,48
45531.0,25,75
45531.0,39,59
45532.0,54,70
45532.0,25,75
45532.0,15,48
45532.0,82,60
45532.0,39,59
45533.0,54,70
45533.0,82,60
45533.0,25,75
45533.0,15,48
45533.0,39,59
45534.0,54,70
45534.0,82,60
45534.0,15,48
45534.0,39,59
45535.0,82,60
45536.0,39,59
45536.0,82,60
45537.0,39,59
45538.0,39,59
45538.0,82,60
45540.0,82,60
45541.0,82,60
45542.0,39,59
45543.0,82,60
45543.0,39,59
45544.0,82,60
45545.0,82,60
45545.0,39,59
45546.0,82,60
45546.0,39,59
45547.0,39,59
45547.0,82,60
45548.0,39,59
45549.0,82,60
45549.0,39,59
45550.0,39,59
45551.0,82,60
45551.0,39,59
45552.0,82,60
45553.0,39,59
45554.0,39,59
45554.0,82,60
45555.0,39,59
45556.0,82,60
45556.0,39,59
45557.0,82,60
45558.0,82,60
45560.0,39,59
45560.0,82,60
45562.0,39,59
45562.0,82,60
45563.0,39,59
45563.0,82,60
45564.0,82,60
45565.0,39,59
45565.0,82,60
45566.0,39,59
45566.0,82,60
45567.0,39,59
45567.0,82,60
45568.0,39,59
45570.0,82,60
45571.0,82,60
45572.0,82,60
45573.0,39,59
45574.0,39,59
45574.0,82,60
45575.0,39,59
45575.0,82,60
45577.0,82,60
45580.0,39,59
45580.0,82,60
45581.0,25,75
45582.0,82,60
45582.0,25,75
45583.0,39,59
45584.0,39,59
45584.0,82,60
45585.0,82,60
45586.0,39,59
45587.0,39,59
45587.0,82,60
45588.0,82,60
45588.0,39,59
45589.0,39,59
45590.0,39,59
45590.0,82,60
45591.0,39,59
45592.0,82,60
45593.0,39,59
45593.0,82,60
45594.0,39,59
45594.0,82,60
45595.0,82,60
45596.0,82,60
45597.0,82,60
45598.0,39,59
45599.0,82,60
45599.0,39,59
45602.0,39,59
45602.0,82,60
45603.0,82,60
45603.0,25,75
45603.0,39,59
45605.0,39,59
45605.0,82,60
45606.0,39,59
45607.0,39,59
45607.0,82,60
45608.0,39,59
45611.0,39,59
45613.0,82,60
45614.0,82,60
45614.0,39,59
45615.0,82,60
45616.0,82,60
45616.0,39,59
45617.0,82,60
45618.0,82,60
45619.0,39,59
45619.0,82,60
45620.0,82,60
45621.0,82,60
45622.0,82,60
45623.0,39,59
45623.0,82,60
45625.0,15,48
45625.0,82,60
45625.0,39,59
45626.0,82,60
45628.0,15,48
45628.0,82,60
45628.0,39,59
45629.0,39,59
45629.0,82,60
45630.0,25,75
45630.0,82,60
45632.0,82,60
45632.0,39,59
45632.0,15,48
45633.0,82,60
45633.0,39,59
45635.0,82,60
45636.0,82,60
45636.0,39,59
45637.0,39,59
45639.0,39,59
45639.0,82,60
45640.0,82,60
45640.0,39,59
45641.0,39,59
45641.0,82,60
45642.0,82,60
45642.0,39,59
45644.0,39,59
45644.0,82,60
45646.0,39,59
45647.0,82,60
45648.0,39,59
45649.0,39,59
45650.0,39,59
45650.0,82,60
45651.0,39,59
45651.0,82,60
45652.0,39,59
45653.0,39,59
45653.0,82,60
45654.0,39,59
45654.0,82,60
45655.0,39,59
45656.0,82,60
45656.0,39,59
45657.0,39,59
45658.0,39,59
45659.0,39,59
45660.0,39,59
45661.0,82,60
45662.0,39,59
45663.0,39,59
45663.0,82,60
45664.0,39,59
45664.0,82,60
45665.0,39,59
45665.0,82,60
45666.0,39,59
45666.0,82,60
45667.0,15,48
45667.0,82,60
45667.0,39,59
45668.0,15,48
45668.0,39,59
45668.0,82,60
45669.0,15,48
45669.0,39,59
45670.0,15,48
45670.0,56,74
45671.0,15,48
45671.0,56,74
45672.0,15,48
45673.0,56,74
45673.0,15,48
45674.0,82,60
45674.0,15,48
45675.0,15,48
45676.0,15,48
45676.0,82,60
45677.0,15,48
45678.0,82,60
45680.0,82,60
45681.0,56,74
45682.0,82,60
45682.0,56,74
45683.0,56,74
45683.0,82,60
45684.0,56,74
45685.0,82,60
45685.0,56,74
45686.0,82,60
45686.0,56,74
45687.0,82,60
45687.0,56,74
45688.0,56,74
45689.0,56,74
45690.0,39,59
45690.0,56,74
45690.0,82,60
45691.0,56,74
45691.0,82,60
45692.0,39,59
45692.0,56,74
45693.0,56,74
45693.0,15,48
45693.0,82,60
45694.0,82,60
45694.0,39,59
45695.0,39,59
45695.0,15,48
45696.0,39,59
45696.0,15,48
45697.0,39,59
45697.0,82,60
45698.0,39,59
45698.0,82,60
45699.0,15,48
45699.0,39,59
45700.0,39,59
45700.0,15,48
45701.0,82,60
45701.0,15,48
